hour,day,rssi,distance,label
8,6,-52.485949929409365,0.0124029715841013,2
12,2,-75.88333338950288,0.022832809023463914,2
18,4,-45.097469504212306,0.0003045786855048551,0
8,3,-84.12147180753922,0.007037803408471987,1
9,3,-52.341487904163266,0.0019964880039881694,0
2,0,-63.33911867491849,0.0028635891317108737,1
1,6,-68.84698483012454,0.0005524742618309205,0
8,6,-66.04081166571913,0.002176810313576428,0
14,2,-99.80930520047852,0.008198640581354607,2
21,6,-51.09861380061365,0.0011048520893590008,0
23,6,-66.07030359954558,0.0024003575717592885,1
23,4,-54.07692977115005,0.004135005925160918,1
8,0,-73.41536931788468,0.000352818650328183,0
0,5,-64.71379440432173,0.005636622415160104,1
19,4,-55.382327018988306,0.0009864909243208647,0
0,2,-40.26433974163268,0.0019036111887260085,0
3,6,-51.04268064071436,0.0027770094799952367,1
18,6,-58.89700307011757,0.0014623669223511665,0
0,5,-61.097467310168575,0.004807572446507268,1
22,1,-48.98890301302569,0.00013067676433318494,0
21,1,-58.66895421554399,0.002755194663558759,0
7,2,-54.620810629468686,0.00042867849171314865,0
19,6,-50.76156657667774,0.0014052113305920992,0
17,4,-54.04683217646471,0.02299611237777076,2
23,0,-68.19057021066342,0.0065979448537984535,1
0,0,-71.30499628142283,0.0012686372203535258,0
22,6,-48.41516019403994,0.0010360716406440792,0
3,5,-52.292028740044685,0.0018693289163705404,0
22,3,-73.17001439260895,0.0031408349960021,1
23,2,-69.27407942449476,0.005960207826102872,1
21,1,-77.44654703311417,0.002387351803233033,1
19,6,-56.62276975736122,0.002649728684494337,0
5,3,-60.285316428640044,0.003403747265157927,1
9,5,-39.613088982625136,0.005378110528782404,1
9,6,-73.56589899182504,0.0010004251473438237,0
22,6,-67.45743064085944,0.0024808252608881343,1
9,0,-50.86664553081502,0.001181531477090687,0
11,3,-75.51019110926458,0.01223227653327217,2
22,5,-71.62701323935154,0.0030000517259131214,0
2,6,-63.071846944699686,0.0005507146481298872,1
3,5,-72.28315149947886,0.0014145635260818536,1
7,6,-48.48908873501116,0.00041894812600743006,0
3,0,-84.7932561138239,0.004333224951375725,1
19,5,-69.02485637550572,0.002201218180980222,0
7,3,-59.359352694471596,0.0002321245300956435,0
22,1,-58.27742715586228,0.01443680006638893,1
21,3,-24.603576039019377,0.001720501901769808,0
16,5,-41.67620444429939,0.0010154963292801024,0
9,0,-53.411533096829665,0.0010724083816522443,0
7,6,-62.59519111065554,0.001436137055235827,0
20,0,-41.55259448120147,0.002701587094638669,0
7,3,-40.83359491491592,0.00010223355027847957,0
20,6,-71.18731726254622,0.004928411432026116,1
8,5,-65.19961778743716,0.011262829032387438,2
7,1,-53.33849850269511,0.0007532027845140742,0
21,6,-45.96744449971886,0.0004949466194624181,0
20,0,-67.8982257300205,0.0004418751727693307,0
19,2,-46.65163272570757,0.001434000563788467,0
22,4,-59.138307600802975,0.0010686529298755344,0
14,5,-96.10318799992977,0.02058126118739244,2
7,6,-42.59599605748738,0.00023676904855449296,0
19,0,-60.31117530837332,0.0025162531664229245,0
1,1,-66.2104038108987,0.029727417925816922,2
9,0,-59.56597034999581,0.0015416039541165905,0
7,1,-61.720880628666706,0.002537077847899854,0
20,5,-61.65543210012975,0.0048828409969823225,1
22,2,-61.72727038438284,0.0012982426431281272,0
2,6,-70.3086877292032,0.00858869467740424,1
21,3,-47.53602685879545,0.0003885541883792983,0
21,4,-58.51290112410357,0.006928120494447809,1
4,3,-60.51632256864293,0.0009121184038303459,0
8,4,-54.62850761475081,0.0005305655644316482,0
6,5,-50.69582116162525,0.00048184115377745415,0
6,0,-53.44728005681354,0.00044900174069173357,0
21,6,-57.32123573882503,0.0004896038215961393,0
20,4,-77.29869378240815,0.00222365126459199,1
21,5,-48.02034137375884,0.0012925830631539338,0
14,4,-60.547032196265974,0.021666832869229633,2
20,2,-57.74380662642103,0.0009811572633407143,0
22,3,-45.28124710000025,0.010693507012948831,1
0,5,-79.70933052762392,0.00680427435711189,1
2,3,-66.73034878696917,0.003831685745262189,1
18,5,-65.4771135614198,0.0019423687814306993,1
22,6,-62.01054934379345,0.0011475878703175318,0
19,1,-50.01352154676317,0.0009895995964523503,0
4,0,-49.41421349109128,0.0006496791326155973,0
2,6,-55.498545290011684,0.004976747892118788,1
13,5,-57.56277846555456,0.0008114745318452286,0
15,4,-65.9662890662322,0.009723935834894277,1
12,1,-46.907446774023995,0.014574103568819214,2
19,6,-46.62321357910277,0.0002502808645667025,0
18,1,-56.995017582340274,0.0018734296927486493,1
0,6,-62.39326234176093,0.005213873639004935,1
6,3,-56.253843185780205,0.0016512612447437086,0
8,4,-45.71338570097184,0.0032737506123293437,0
20,1,-47.02986544442288,0.001285290103548444,0
23,6,-52.77499085113119,0.005107369457186604,1
10,5,-56.31725480550934,0.00032504783732472856,0
9,2,-59.61719076434524,0.00048698226103906846,0
20,4,-47.015919121122785,0.0009796482385808951,0
20,2,-49.845854723925584,0.0030445060739292917,0
3,6,-56.29932269311246,0.00431920745023653,1
16,6,-54.46001171299993,0.0006687529016944509,0
22,0,-52.57891627808773,0.0039227682796912,0
9,1,-60.4646569848602,0.0064035310180955785,1
18,6,-76.64193570370152,0.0061627372047449855,1
22,3,-72.22712090882972,0.0017483149987999427,0
7,2,-72.99276582444752,0.0018816105849214601,0
20,5,-68.16318997565513,0.0015483507883243817,0
21,3,-61.358234113439956,0.004532450489724447,1
19,3,-47.653467151981495,0.001403578380720846,0
18,2,-50.5917015820597,0.0018454863940454802,0
7,1,-39.56728262774427,0.0005528388489215387,0
8,0,-51.00290319099234,0.0004915059983462934,0
19,0,-47.84060498444447,0.0014821266893437273,0
8,5,-50.80509802197672,0.002544125891027073,0
9,0,-37.31581598726919,0.0012120875665996226,0
6,2,-66.48495062570753,0.0008765263392583154,0
20,3,-41.9728270149717,0.001254413872584149,0
20,6,-62.42706456451261,0.001385493091698485,0
15,5,-64.38082605489053,0.0021677954122867197,0
2,0,-55.446152621261646,0.0014207340615443947,0
1,0,-49.165349746159066,0.003372067226986843,1
22,6,-78.79690139633762,0.0015817013535091653,2
7,0,-56.98106948935262,0.00036391736917737493,0
8,6,-54.30250876634856,0.0007436969729766831,0
21,5,-48.29207380438687,0.0007081151463288277,0
20,5,-71.79129223113716,0.003982422645347349,2
7,4,-44.49545187529028,0.0010853474599810187,0
14,5,-43.87833960786149,0.0008181491726955836,0
19,1,-54.568092652433656,0.0007543011266234411,0
19,2,-42.75399334125042,0.0022565223677454512,0
21,2,-57.696687768944315,0.001227795774540293,0
18,3,-54.874506289635185,0.0006969720325736034,0
8,6,-48.81051551864387,0.0026558544814706975,0
21,2,-54.667516800929505,0.001177279967355712,0
20,0,-55.24751197724499,0.0027752022200643227,0
18,6,-56.383568479387385,0.0009896337691126147,0
3,5,-76.20822365520388,0.008317922926737933,1
19,5,-49.063237023925545,0.002240729634509817,0
9,6,-41.22297115452024,0.00019577338939381984,0
21,2,-62.84733954368238,0.0015267303116134384,0
18,3,-49.248373514679464,0.0011095490350016086,0
2,0,-57.58143871073709,0.0020677399030253544,0
8,6,-40.605827399848,0.0014770724332531368,0
22,1,-38.55034296047742,0.0022266981134630276,0
7,3,-47.695998237805604,0.001736131195103423,0
19,5,-64.3368134360295,0.0047014989760925845,2
12,6,-82.81628272550195,0.019825193672960102,2
0,0,-59.34490354368456,0.008911571354377276,1
22,6,-65.19623485810475,0.0025529021431646972,1
9,6,-41.640763965188754,0.0008266994701350362,0
14,2,-68.8392682340057,0.003790669898553797,1
5,3,-47.53927334501528,0.00043530194725558617,0
18,0,-53.55106791831152,0.0012996776906747964,0
7,4,-45.33307015525486,0.0022244764199336807,0
23,3,-55.52174197162784,0.005501524374007547,1
8,3,-55.97398006706627,0.000687027719132983,0
18,0,-77.71780918619798,0.023163974796140723,2
21,4,-62.9869017450217,0.001706150466221604,0
7,0,-59.261606717295294,0.001841511026071573,0
22,6,-47.79858410470027,0.00287578763472536,0
11,4,-67.03673750176966,0.005347653718599145,1
8,4,-59.34881964027156,0.0015972682402756826,0
22,1,-54.464074262201024,0.0008898294934574718,0
21,3,-77.54289423169249,0.006108244051977403,1
22,1,-68.81509892157659,0.008920646757551953,2
16,2,-53.781475891387004,0.0008624694987733991,0
20,1,-73.9034594843347,0.0010038339800703421,0
17,5,-55.4710544792218,0.0011993650568095935,0
22,1,-52.415365815071766,0.0016293029490678686,0
1,3,-60.88686759458268,0.00025963164258123764,0
22,4,-54.09383671569788,0.001225034018629835,0
5,5,-56.53457166565311,0.0016292531181053985,0
22,6,-74.55122579349353,0.003199834507484306,1
16,0,-64.9418944145755,0.005580633661848337,1
21,4,-45.500911587481994,0.0010033377299297752,0
1,3,-61.958070804465784,0.00891310980507985,1
8,6,-44.62404362751113,0.002207196362002628,0
3,6,-69.10708659102417,0.003496061389968435,1
23,1,-60.962699096633905,0.00822902684096905,1
1,2,-67.58904973704077,0.004629520165632868,1
19,4,-46.770539114428864,0.0019402010121703033,0
9,2,-67.41257654618542,0.003837180364531299,1
18,2,-46.97135951394053,0.001109570970120961,0
4,6,-39.30311834965214,0.0005473277702790243,0
16,2,-97.87017184551489,0.0005407343632060182,0
18,4,-52.40853385163069,0.0010911034149651702,0
19,0,-42.22966981755373,0.0010970557152773803,0
7,5,-54.98953907432859,0.006308395991411917,1
22,1,-38.15838079033591,0.0009151784414026175,0
18,1,-61.74597276252953,0.0011399284651537184,0
17,0,-59.531373430360375,0.002293383357654466,0
21,0,-51.83664371845597,0.0014087708631399319,0
19,4,-51.15883091022104,0.001228672851092899,0
21,0,-61.36820685442791,0.0027494419905411092,0
5,3,-78.77700773116852,0.0027781566493969637,1
9,0,-53.82565590411561,0.002698594983830512,0
20,2,-56.689041910621555,0.0014072737606582225,0
21,3,-50.98666721047918,0.003892323231141028,2
1,5,-80.88537679209728,0.003538908969174245,1
22,5,-49.13880511416734,0.0020630002291095405,0
3,5,-54.994176819570214,0.004876952042636883,1
13,1,-71.9318682723642,0.0017774457976541503,1
2,3,-76.05704668485936,0.0023269155348125607,1
9,3,-62.12785064872437,0.0014289237589711562,0
7,4,-41.83302576936916,0.0009904496143927361,0
7,6,-57.96008823905702,0.00014479431558737411,0
21,5,-45.61500289930687,0.000772774801417676,0
8,0,-71.31169021604333,0.0006453153095416103,0
12,1,-79.08631350159355,0.002007096622493239,1
14,0,-35.11100796300032,0.016958219101738226,2
21,1,-0.83955062791172,0.007018118931363663,1
21,1,-51.25845462587653,0.001524238703041698,0
23,5,-66.2461779619013,0.005031241492856069,1
22,5,-60.23013070919056,0.00148166193241987,0
19,2,-51.6824117701529,0.001240577162310155,0
0,2,-55.26261353580998,0.00730330416170204,1
21,0,-72.47078079301642,0.003329999272950249,1
13,2,-49.199233705216024,0.0017645515980371305,0
5,0,-62.50091091132274,0.005474608789906285,1
8,4,-56.07814863292095,0.00021154463677277278,0
8,3,-55.60855680377122,0.0014550244913855862,0
18,3,-57.116118730484885,0.0008518198667963812,0
20,1,-52.31970299790026,0.0021785155997488433,0
9,6,-48.54301922690152,0.0005344747042036687,0
9,0,-47.88066933947865,0.0012221382416885646,0
21,2,-55.091346692040574,0.0013903540204763779,0
12,1,-57.18380319935868,0.001415586143775233,0
7,4,-66.37371788399396,0.00491880923292119,1
0,4,-59.7775631875199,0.006147179195692464,1
4,6,-78.7928742723246,0.007397317420709898,2
7,0,-80.4014904073518,0.001456619686533904,0
22,2,-54.608882125797315,0.004305440594896422,1
9,2,-48.51950156757847,0.0012768416799516786,0
23,1,-72.06906908186488,0.004814782257016385,1
0,2,-67.18035878198219,0.0007341173604539633,1
21,4,-50.62304707859832,0.002638904131906354,0
19,6,-55.19146550862525,0.004222355785753407,1
9,6,-54.592898385151855,0.0014049070076189998,0
0,3,-66.03254760149048,0.0013580837361598147,1
3,2,-59.380483479465504,0.013841407032455446,2
7,1,-52.3943411374944,0.0014667020357092093,0
8,0,-51.26913300442932,0.0004374457196529121,0
19,2,-54.6971046799284,0.001100170819123381,0
8,1,-48.03219547364504,0.000611773092085005,0
21,3,-52.03124758948862,0.0013110129160418121,0
10,1,-83.59967844062693,0.013288318548197954,2
16,0,-64.80852222584248,0.0050812877961164985,1
1,5,-86.7410925429135,0.007879983482323362,1
20,6,-56.98314215807433,0.0015875514071000078,0
20,1,-49.0464642280005,0.0012148497258756344,0
6,2,-46.93989048130462,0.0018753169308148002,0
19,0,-66.88441219969208,0.0007080270092802089,0
11,0,-50.606153627986814,0.0025112116049017964,0
11,1,-55.7834988807554,0.008674144858387255,1
9,6,-53.49105001237174,0.0022258610301663885,0
20,6,-46.70362169008057,0.001070639464856691,0
21,2,-48.74981338101044,0.001755659723370676,0
21,2,-64.19035228126924,0.0026470354818290565,0
20,3,-58.68210721266659,0.0010400891611637804,0
23,0,-37.18977140786759,0.006518699192992837,1
19,1,-48.65652117205514,0.0016340089867124578,0
18,2,-50.7239548121556,0.0006337774622039405,0
20,5,-58.23401983384153,0.0052389376316898965,1
20,3,-51.337817070784915,0.0008943731929198122,0
22,3,-58.62337436157856,0.0018197727561791175,0
5,3,-60.282569115787574,0.0003570990596995898,0
19,4,-76.17141326876511,0.002639947739336296,1
19,1,-52.90999575012915,0.002385869900308885,0
8,2,-67.17887348974313,0.001699800754220982,0
0,0,-71.57432157553137,0.008952831979909426,1
20,6,-47.78509555919281,0.001294885640254338,0
2,1,-56.843205713646135,0.0007592040672045586,0
9,6,-60.30227583035493,0.0012412271076986143,0
16,2,-70.46680084587265,0.0036972533984752786,1
18,4,-46.89059407564909,0.0012205267847389518,0
22,4,-51.874432632574845,0.0006481721194918137,0
20,6,-67.98844190418507,0.001366211777775347,0
22,5,-53.19753662367247,0.0001759378045259513,0
19,5,-55.69404600439155,0.00036986488016995897,0
23,3,-72.83765665586397,0.004391338675640932,1
0,4,-42.02639885301439,0.0017564159730999215,0
20,0,-47.90167330186606,0.0010450980792956236,0
19,3,-52.569451235161,0.0015890431836132477,0
12,2,-71.28424674254299,0.001769197903207173,0
1,1,-83.94284735655246,0.0036629532978481754,1
18,2,-60.59390573828102,0.0015756314055491085,0
5,1,-61.70020539043143,0.002580233578854832,1
18,6,-51.145071506252066,0.0018905811250481603,0
22,4,-54.92769450790154,0.0009742681957988204,0
8,0,-53.60145784952978,0.0009443809533033467,0
18,4,-42.833157704994576,0.00043334956390696764,0
20,2,-64.01054449095915,0.001160630059860067,0
9,5,-60.58791036578955,0.0016957444741816513,0
22,1,-61.94634185501093,0.0019111017489016537,0
7,6,-71.28854075737874,0.0005909737800368109,0
23,0,-66.58873131706835,0.0006923576058857856,0
22,4,-52.754908764078905,0.001771310927168765,0
8,3,-43.55875490752098,0.0017747747331695375,0
9,6,-54.762359702408645,0.0013192338461838814,0
11,1,-56.551595203541225,0.000591607082429731,0
8,0,-64.5173332727229,0.0009684398864107116,0
3,5,-67.01491533947518,0.004363630851774294,1
23,0,-51.682816119161735,0.0013966121169196003,0
22,1,-58.54435216902786,0.0015673277420069473,0
3,2,-61.89408741127297,0.005003468179143298,1
23,2,-63.7170642987391,0.0010694405993699058,0
7,1,-58.834694891526816,0.0008156307289981936,0
1,6,-63.281606602064684,0.004849660217743156,1
0,0,-58.82125199535432,0.004106829883346515,1
2,6,-101.36455012450705,0.004011474511919506,1
19,2,-45.682678331987425,0.001329544284012129,0
0,3,-67.23386740997987,0.017365732440958435,2
16,4,-65.3930728762763,0.0026914152818311265,1
3,2,-54.834416009121234,0.006293258442635294,1
19,5,-64.76096956715044,0.006138024290326789,1
20,4,-56.651847881414774,0.0007214174196376373,0
5,4,-44.835647866629245,0.02001507188065676,2
1,6,-74.95565193782583,0.005097350428273251,2
19,1,-49.72292906264376,0.001044465489792019,0
1,0,-74.8026117629751,0.006166105079653246,1
14,4,-42.41584219828115,0.0019327973197433887,0
22,3,-49.96376332622551,0.0012907595841060973,0
10,1,-54.40178985662425,0.0008545436987113918,0
7,4,-56.41419330492626,0.0005817877078693109,0
0,0,-54.246701782967236,0.00960448277237323,2
20,1,-58.648966619793505,0.0015075849393332036,0
5,3,-56.200833772684035,0.0019266607630642452,0
21,6,-73.5261773113771,0.0010632430063913325,0
23,5,-59.58157910663682,0.0017598817549553723,1
8,3,-48.238736230525426,0.0016646863308978146,0
9,2,-57.18497881925529,0.001119415305480155,0
7,3,-41.992328677103494,0.002176594189729437,0
21,5,-65.33220481414561,0.0009787336559852892,0
1,3,-62.79458572986133,0.0036678534126690743,1
22,6,-50.84000739361752,0.0006169038898451628,0
22,3,-45.168155980087505,0.0011145380988024877,0
7,6,-60.249567639107546,0.0008295801981744096,0
23,5,-69.99730176151631,0.0029289736478064804,1
21,6,-35.71961080474293,0.001261486473779266,0
20,4,-72.26506786928772,0.0020958495374840094,0
13,4,-62.147945871100866,0.000391140218647708,0
3,0,-72.30956275715474,0.00418780527025084,1
20,3,-52.06219427198627,0.001710893483158947,0
20,1,-63.17460377261738,0.004972809550099972,2
22,2,-71.0398062596923,0.007611141650705642,1
4,2,-76.54694742632866,0.002089960827588999,1
21,5,-68.19226748279445,0.0004880104311117082,0
22,0,-47.526368020844416,0.0032146119249176737,1
8,3,-66.34773249676819,0.0166233908569747,2
6,5,-83.50631641694852,0.0030083712510960126,1
7,0,-44.89034657876265,0.000917477997413577,0
18,0,-48.12548967101622,0.001519960812607709,0
9,6,-53.808719393229026,0.0015366968440808254,0
7,4,-50.34204417948992,0.0018719854769637687,0
11,1,-58.30884426737315,0.0020928430530435657,0
8,2,-51.53289107412884,0.0019359465547443937,0
0,1,-69.51158858408999,0.002664592132557499,1
21,4,-45.605813805136755,0.0006878542626669737,0
19,6,-54.528126227283224,0.0012187942612415916,0
15,2,-53.206268765673656,0.0007373696238300656,0
7,6,-69.6521686661808,0.005760984306741459,1
23,4,-92.9540015611546,0.0024945795025033274,1
22,6,-80.76351708899436,0.003873800641681661,1
1,4,-77.693304965467,0.005580168225090745,1
10,2,-52.807781178623316,0.0017285011347584313,0
20,0,-55.45270791119917,0.0003614388097230216,0
7,1,-60.53721769661512,0.0019387750602733113,0
7,1,-74.11878576910658,0.016767969154732665,2
9,4,-68.1313162658919,0.0014966467477216174,2
7,0,-64.11206805741178,0.0006913447204353422,0
8,6,-48.71864608805916,0.0008272251363370916,0
20,2,-68.8496104275594,9.682090499192032e-05,0
3,2,-57.19929702608936,0.007401298437703413,1
3,0,-84.85461020417762,0.003818727210261838,1
21,6,-60.403849416319424,0.002026178170103327,0
9,5,-58.67272248175193,0.0007587456722019784,0
18,5,-61.87600031840142,0.0017147753152640208,0
2,6,-79.66785190615677,0.0017962638676972383,1
2,0,-71.95861420144776,0.0044383169499216365,1
6,3,-58.27749274103598,0.002035897025067993,0
9,1,-53.32229360642106,0.0013481566674332372,0
11,5,-72.72659445270824,0.001362133104655736,1
2,1,-76.7804086737638,0.007108004541453284,1
22,2,-49.168726755497744,0.0011954941747964933,0
18,2,-62.90298672720599,0.0017219219488211928,0
0,1,-63.56681934947551,0.002068464630396006,0
0,6,-45.48857951702205,0.005871388616165787,1
12,3,-62.98139658192519,0.00110363155580308,0
22,6,-63.519105802017236,0.0057199939344551205,1
20,4,-74.04614374993766,0.003991235280192026,1
20,0,-52.70293316701611,0.0013975859960821246,0
20,4,-45.63841032642717,0.0016360878382339064,0
18,1,-67.71054780256176,0.001424584589633292,0
8,3,-44.7842769112945,0.0028638126839444582,0
15,0,-68.99098853820925,0.005387690786515787,1
14,6,-57.549694370872004,0.005537123292115874,1
11,4,-56.92122249845993,0.0017895538544690781,0
8,0,-49.74108029288343,0.0032003795121820265,0
22,5,-53.08936491050869,0.001520981296255727,0
19,5,-15.050508126299178,0.0013739241168141023,0
8,4,-45.210317274645675,0.001268066411806647,0
11,2,-57.72726301876864,0.0012845328687710101,0
9,4,-71.51965910067788,0.0022827595327751223,0
21,6,-57.229550931108164,0.0021075993892607945,0
21,6,-74.36972526635279,0.0016877554218377641,0
22,1,-52.96002599460321,0.0010585033730168445,0
8,5,-75.64421629703641,0.0008727855438264409,0
21,6,-55.366890074952174,0.001243597581018786,0
18,5,-75.25796868175749,0.0009386616216018192,0
1,0,-56.39955652801049,0.0010299549256850395,0
12,3,-59.25734850501752,0.0029041013945861555,0
7,6,-51.446413381674624,0.0014073805500952967,0
23,6,-68.93608199906322,0.01771914244269269,2
23,6,-59.74007652170344,0.0015500314514997613,0
19,4,-59.48486109477848,0.0002674141345676489,0
23,2,-63.73476794981945,0.003391150343721142,1
3,4,-95.58618245394561,0.0024346559224292866,2
9,0,-65.27667412559975,0.0007496141766528355,0
9,6,-28.504801546478483,0.0007959195901355054,0
8,1,-62.3965129150248,0.0012822599885901399,0
4,4,-74.45580070497982,0.004635114058077217,1
21,0,-50.23484753944224,0.0014028152947222472,0
14,1,-41.30367772785686,0.0015030425499829336,0
7,3,-63.55968125274066,0.0017654538573330873,0
12,3,-43.58281821883425,0.004477841597482021,2
18,5,-64.91242162021314,0.001173308829695776,0
2,6,-81.21394156122169,0.005685935944801423,1
13,4,-65.35825578706464,0.003944746355264396,1
19,4,-56.13062376591249,0.00022789459767391795,0
9,2,-72.51937363982843,0.0007917584130332306,0
4,1,-53.52151758008209,0.001517741046072482,0
2,2,-73.31954917494451,0.0036033779308533753,1
18,5,-52.687343691517086,0.0009660072948710903,0
21,5,-50.16703288329185,0.0012258367643034904,0
8,1,-62.78703070421628,0.0014417428495637704,0
18,0,-54.99453744834014,0.002283866717977333,0
7,4,-46.96498692189494,0.0005902841811180623,0
21,5,-47.842822499409024,0.001384994636634026,0
19,6,-59.01095417334255,0.001499543492200993,0
10,1,-71.79817924445518,0.012951031608277572,2
8,5,-61.48800690903076,0.0009905765814878858,0
17,0,-60.767876255429826,0.0020230857315771266,1
8,1,-57.88031415005586,0.0022183440940639902,0
15,5,-65.6949152029275,0.019062777997180744,2
23,3,-50.57309144981902,0.002251382272840438,0
2,4,-68.34136448459843,0.004319389349851238,1
7,5,-42.338440997172356,0.001284382654789849,0
2,3,-67.2094226150476,0.01092399736530183,1
8,3,-60.837316990569015,0.0007027901969307954,0
15,3,-62.84835108427114,0.0012975137158449022,2
20,0,-81.74138993796018,0.0029155021642053107,2
14,5,-68.24295105124641,0.002080796227507888,0
12,0,-55.97645705697022,0.000679759855015373,0
7,2,-52.426571668988,0.0011221825965589591,0
9,1,-53.432024602124436,0.0006095533912107877,0
8,3,-54.775896677128884,0.0020430393748087656,0
11,4,-73.6693130079914,0.011818666945173754,2
2,2,-62.64611739451988,0.0016668487140010927,1
10,5,-76.42397692096635,0.00120274580239183,1
22,3,-59.993045813114406,0.002907572786852304,1
22,2,-64.31362951572285,0.008314432678419637,1
22,4,-78.8854255383121,0.0014015116374059302,1
18,0,-54.86947518651379,0.0021567086548528874,0
9,6,-58.06253751690375,0.002194125559607755,0
6,6,-59.52409030574117,0.0013205888239450224,0
19,2,-56.62019381651864,0.001275985559985324,0
7,1,-51.68914027567099,0.0006895149286576292,0
8,6,-58.703516096202065,0.001301452879626552,0
8,1,-52.409008917885686,0.0008656076556985095,0
21,2,-57.21245566952466,0.000909567760747972,0
12,0,-46.97293788624048,0.0010443564876338833,0
6,3,-66.8153994202552,0.0011041087129506524,0
20,5,-57.56098323119707,0.002542147103208401,1
3,0,-76.9454877057583,0.006801894474231714,2
7,3,-43.85236377980455,0.0010759910701746873,0
21,0,-39.48009286818932,0.0009012050869716506,0
9,0,-46.92422569123225,0.0014320399268980633,0
1,1,-90.884166322042,0.0017981796314052868,1
21,6,-47.31756162974824,0.00042678589556452017,0
3,0,-48.08605108212619,0.0035390954457408374,0
10,2,-45.683332230384416,0.002230390408932515,0
21,0,-77.79030736219786,0.0037332355488298714,1
20,1,-51.71574388472599,0.0019796870142868616,0
11,5,-70.64261246706572,0.01715183441917201,2
8,1,-52.154648411494165,0.00035821162247207897,0
23,5,-39.983549648648875,0.004207385999697924,1
20,3,-68.51346430373809,0.0020735650646659894,0
0,0,-70.30575273504827,0.019471994439686485,2
21,3,-35.87387068185821,0.0017079509371111853,0
7,2,-49.93338539143009,0.0006169358089655823,0
19,0,-74.97441749430126,0.0011965789785511446,0
20,6,-61.24925102504891,0.0007495542199895697,0
10,5,-55.047887775226016,0.0026290671979973847,1
23,5,-65.22300283718053,0.004776024113927078,1
21,0,-45.84192310838162,0.0003748432508908444,0
20,6,-46.9089043663927,0.0005891399618860618,0
18,5,-62.607285837497855,0.0008002130307319544,0
13,4,-70.75944811423727,0.0038210391402200335,1
22,3,-58.106775506409264,0.002040033518679185,0
8,6,-59.04013480293869,0.0003112175002449937,0
1,3,-63.7889634014225,0.001203593000672912,0
19,0,-71.89018333584262,0.007252341370409092,1
9,2,-53.055012331896855,0.0007813519411346434,0
22,3,-59.705234855902006,0.0012864433457590544,0
18,2,-70.12008136946355,0.0014388550752382349,0
19,4,-55.03820063946382,0.0019588449031041765,0
4,6,-65.55920448522212,0.00355856445816017,1
22,6,-46.160464622152226,0.00036236372817992715,0
23,6,-64.13889131741023,0.005992550865377159,1
3,2,-63.876788345301875,0.0016710863995658398,1
22,2,-67.3424257459432,0.0012164885892318729,0
1,1,-55.48950750223217,0.0013388560323129488,0
14,6,-83.33280316349924,0.0027152454966598216,2
22,3,-52.15904206051883,0.005178480372126751,1
2,3,-63.174707196025615,0.004732154843352287,1
12,3,-62.88431680576744,0.0011171048352351944,0
22,0,-64.38525247226218,0.0009912222610361982,0
